"seller","title","description","category","tags","price","quantity","unit","images","location","latitude","longitude","color","finish","thickness","length","width","height","origin","grade","isAvailable","availableQuantity","minimumOrder","isShippingAvailable","shippingCost","estimatedDelivery","isActive","isSold","soldTo","soldAt","soldPrice","createdAt","updatedAt"
"6924bce5c8975c1fe8f96b39","Green Standard Marble - Pakistan #18","High-quality green marble extracted and processed in Rawalpindi, Pakistan. Suitable for flooring, countertops, and premium architectural projects.","marble","bookmatched|export quality|tiles|exterior|blocks|green|sample-dataset",51.11,949,"lbs","https://cdn.marbledemo.com/pakistan/18-1.jpg|https://cdn.marbledemo.com/pakistan/18-2.jpg","Rawalpindi",36.176349,61.511726,"Green","polished",1.99,186,130,7,"Pakistan","standard",true,15,12,true,1936.69,9,true,false,"","","","2025-02-27T04:18:11.244Z","2025-04-21T22:07:51.089Z"
"6924bce5c8975c1fe8f96b3a","Brown Standard Marble - Pakistan #19","High-quality brown marble extracted and processed in Faisalabad, Pakistan. Suitable for flooring, countertops, and premium architectural projects.","marble","flooring|brown|sample-dataset",11.12,834,"kg","https://cdn.marbledemo.com/pakistan/19-1.jpg|https://cdn.marbledemo.com/pakistan/19-2.jpg","Faisalabad",25.864436,61.807087,"Brown","polished",2.26,258,92,20,"Pakistan","standard",true,559,44,false,0,"",true,false,"","","","2025-04-07T13:47:59.177Z","2025-05-11T08:35:45.947Z"
"68e2f0d36bca3695ba9b1b25","Black Premium Marble - Pakistan #20","High-quality black marble extracted and processed in Lahore, Pakistan. Suitable for flooring, countertops, and premium architectural projects.","marble","blocks|countertop|export quality|black|sample-dataset",76.13,790,"square_meters","https://cdn.marbledemo.com/pakistan/20-1.jpg|https://cdn.marbledemo.com/pakistan/20-2.jpg","Lahore",29.327501,65.172244,"Black","leathered",2.05,227,113,13,"Pakistan","premium",true,375,15,true,1062.7,9,true,false,"","","","2025-06-26T20:13:05.365Z","2025-07-08T20:28:39.388Z"
"6924b0b870d6af1f481afd74","Gold Premium Marble - Pakistan #21","High-quality gold marble extracted and processed in Rawalpindi, Pakistan. Suitable for flooring, countertops, and premium architectural projects.","marble","blocks|gold|sample-dataset",34.04,726,"kg","https://cdn.marbledemo.com/pakistan/21-1.jpg|https://cdn.marbledemo.com/pakistan/21-2.jpg","Rawalpindi",32.231105,67.863623,"Gold","natural",2.54,228,70,3,"Pakistan","premium",true,450,17,true,1895.45,20,true,true,"68e2f45e312f178399feec51","2025-05-04T22:38:27.969Z",37.444,"2025-03-23T12:46:36.600Z","2025-04-27T08:13:11.646Z"
"6924bce5c8975c1fe8f96b38","Grey Premium Marble - Pakistan #22","High-quality grey marble extracted and processed in Sialkot, Pakistan. Suitable for flooring, countertops, and premium architectural projects.","marble","exterior|slabs|blocks|flooring|tiles|grey|sample-dataset",33.8,694,"pieces","https://cdn.marbledemo.com/pakistan/22-1.jpg|https://cdn.marbledemo.com/pakistan/22-2.jpg","Sialkot",31.629899,69.359208,"Grey","honed",1.95,314,69,20,"Pakistan","premium",true,143,47,true,451.69,3,true,true,"68e4cc16f95b766dfcbc431d","2025-03-25T09:59:51.499Z",38.532,"2025-01-01T21:32:10.182Z","2025-02-25T05:29:20.072Z"
"6924bce5c8975c1fe8f96b39","Cream Commercial Marble - Pakistan #23","High-quality cream marble extracted and processed in Multan, Pakistan. Suitable for flooring, countertops, and premium architectural projects.","marble","bookmatched|blocks|exterior|export quality|countertop|cream|sample-dataset",88.4,212,"cubic_meters","https://cdn.marbledemo.com/pakistan/23-1.jpg|https://cdn.marbledemo.com/pakistan/23-2.jpg","Multan",24.970412,71.666111,"Cream","leathered",1.54,268,175,6,"Pakistan","commercial",true,32,19,true,625.06,12,true,false,"","","","2024-12-13T17:41:37.983Z","2025-01-15T07:52:13.894Z"
"6924bce5c8975c1fe8f96b3a","Beige Commercial Marble - Pakistan #24","High-quality beige marble extracted and processed in Karachi, Pakistan. Suitable for flooring, countertops, and premium architectural projects.","marble","tiles|export quality|beige|sample-dataset",100.14,420,"kg","https://cdn.marbledemo.com/pakistan/24-1.jpg|https://cdn.marbledemo.com/pakistan/24-2.jpg","Karachi",27.624017,65.244638,"Beige","honed",2.34,182,195,3,"Pakistan","commercial",true,356,8,true,1194.67,12,true,true,"68e4cc16f95b766dfcbc431d","2025-01-26T04:05:16.868Z",115.16099999999999,"2025-01-21T21:13:24.735Z","2025-02-10T09:08:10.485Z"
"68e2f0d36bca3695ba9b1b25","Brown Commercial Marble - Pakistan #25","High-quality brown marble extracted and processed in Hyderabad, Pakistan. Suitable for flooring, countertops, and premium architectural projects.","marble","interior|blocks|brown|sample-dataset",31.97,46,"tons","https://cdn.marbledemo.com/pakistan/25-1.jpg|https://cdn.marbledemo.com/pakistan/25-2.jpg","Hyderabad",28.870376,70.829461,"Brown","honed",1.57,320,198,3,"Pakistan","commercial",true,14,9,true,1634.59,14,true,false,"","","","2025-09-28T02:45:57.421Z","2025-10-15T04:44:37.089Z"
"6924b0b870d6af1f481afd74","White Standard Marble - Pakistan #26","High-quality white marble extracted and processed in Peshawar, Pakistan. Suitable for flooring, countertops, and premium architectural projects.","marble","tiles|blocks|countertop|white|sample-dataset",49.71,307,"cubic_meters","https://cdn.marbledemo.com/pakistan/26-1.jpg|https://cdn.marbledemo.com/pakistan/26-2.jpg","Peshawar",34.093044,71.694223,"White","brushed",2.39,296,89,19,"Pakistan","standard",true,143,25,true,332.04,5,true,false,"","","","2024-11-28T14:24:02.990Z","2025-01-21T22:52:06.346Z"
"6924bce5c8975c1fe8f96b38","Black Standard Marble - Pakistan #27","High-quality black marble extracted and processed in Faisalabad, Pakistan. Suitable for flooring, countertops, and premium architectural projects.","marble","blocks|exterior|black|sample-dataset",85.95,189,"tons","https://cdn.marbledemo.com/pakistan/27-1.jpg|https://cdn.marbledemo.com/pakistan/27-2.jpg","Faisalabad",26.118187,72.547448,"Black","leathered",1.96,319,169,6,"Pakistan","standard",false,176,14,true,1150.4,16,true,false,"","","","2025-02-24T23:44:46.434Z","2025-04-19T14:24:19.001Z"
"6924bce5c8975c1fe8f96b39","Ivory Premium Marble - Pakistan #28","High-quality ivory marble extracted and processed in Rawalpindi, Pakistan. Suitable for flooring, countertops, and premium architectural projects.","marble","bookmatched|export quality|tiles|flooring|exterior|ivory|sample-dataset",59.01,792,"lbs","https://cdn.marbledemo.com/pakistan/28-1.jpg|https://cdn.marbledemo.com/pakistan/28-2.jpg","Rawalpindi",31.425516,61.970147,"Ivory","natural",2.52,300,184,11,"Pakistan","premium",true,514,46,true,639.57,16,true,false,"","","","2024-11-28T16:16:04.498Z","2024-12-05T00:27:40.638Z"
"6924bce5c8975c1fe8f96b3a","Green Standard Marble - Pakistan #29","High-quality green marble extracted and processed in Islamabad, Pakistan. Suitable for flooring, countertops, and premium architectural projects.","marble","blocks|export quality|exterior|tiles|countertop|green|sample-dataset",20.92,938,"tons","https://cdn.marbledemo.com/pakistan/29-1.jpg|https://cdn.marbledemo.com/pakistan/29-2.jpg","Islamabad",34.969225,63.616902,"Green","brushed",1.7,188,140,14,"Pakistan","standard",true,167,49,true,1762.05,10,false,true,"68e2f45e312f178399feec51","2025-07-19T08:55:46.191Z",22.384400000000003,"2025-06-21T21:21:23.714Z","2025-07-02T21:58:51.784Z"
"68e2f0d36bca3695ba9b1b25","Black Premium Marble - Pakistan #30","High-quality black marble extracted and processed in Peshawar, Pakistan. Suitable for flooring, countertops, and premium architectural projects.","marble","slabs|black|sample-dataset",73.13,765,"square_meters","https://cdn.marbledemo.com/pakistan/30-1.jpg|https://cdn.marbledemo.com/pakistan/30-2.jpg","Peshawar",33.342318,64.3196,"Black","leathered",2.66,256,160,2,"Pakistan","premium",true,183,29,false,0,"",true,true,"68e4cc16f95b766dfcbc431d","2025-04-29T16:55:28.393Z",81.9056,"2025-04-26T01:23:13.171Z","2025-05-23T09:28:58.059Z"
"6924b0b870d6af1f481afd74","Grey Premium Marble - Pakistan #31","High-quality grey marble extracted and processed in Lahore, Pakistan. Suitable for flooring, countertops, and premium architectural projects.","marble","tiles|countertop|flooring|grey|sample-dataset",43.92,586,"cubic_meters","https://cdn.marbledemo.com/pakistan/31-1.jpg|https://cdn.marbledemo.com/pakistan/31-2.jpg","Lahore",30.947226,65.907435,"Grey","honed",2.35,183,94,3,"Pakistan","premium",true,190,28,true,1066.72,11,true,false,"","","","2025-04-22T14:24:51.321Z","2025-06-17T22:11:19.424Z"
"6924bce5c8975c1fe8f96b38","Black Commercial Marble - Pakistan #32","High-quality black marble extracted and processed in Hyderabad, Pakistan. Suitable for flooring, countertops, and premium architectural projects.","marble","interior|flooring|countertop|tiles|bookmatched|black|sample-dataset",17.56,84,"tons","https://cdn.marbledemo.com/pakistan/32-1.jpg|https://cdn.marbledemo.com/pakistan/32-2.jpg","Hyderabad",24.519379,71.496707,"Black","polished",2.47,208,120,2,"Pakistan","commercial",true,46,3,true,897.42,10,true,false,"","","","2025-07-19T10:54:21.350Z","2025-09-08T07:47:52.790Z"
"6924bce5c8975c1fe8f96b39","Gold Commercial Marble - Pakistan #33","High-quality gold marble extracted and processed in Lahore, Pakistan. Suitable for flooring, countertops, and premium architectural projects.","marble","blocks|interior|tiles|countertop|gold|sample-dataset",84.59,622,"tons","https://cdn.marbledemo.com/pakistan/33-1.jpg|https://cdn.marbledemo.com/pakistan/33-2.jpg","Lahore",25.951496,70.245379,"Gold","polished",2.95,221,78,18,"Pakistan","commercial",true,405,41,true,549.11,12,true,false,"","","","2025-10-01T09:29:59.710Z","2025-10-30T23:31:51.301Z"
"6924bce5c8975c1fe8f96b3a","Green Premium Marble - Pakistan #34","High-quality green marble extracted and processed in Karachi, Pakistan. Suitable for flooring, countertops, and premium architectural projects.","marble","countertop|flooring|interior|slabs|blocks|green|sample-dataset",102.34,498,"kg","https://cdn.marbledemo.com/pakistan/34-1.jpg|https://cdn.marbledemo.com/pakistan/34-2.jpg","Karachi",28.023926,74.965968,"Green","polished",1.66,252,135,14,"Pakistan","premium",true,293,25,true,1042.07,12,true,true,"68e4cc16f95b766dfcbc431d","2025-10-12T11:57:45.280Z",97.223,"2025-09-18T12:51:06.062Z","2025-09-24T22:58:57.102Z"
"68e2f0d36bca3695ba9b1b25","Green Premium Marble - Pakistan #35","High-quality green marble extracted and processed in Sialkot, Pakistan. Suitable for flooring, countertops, and premium architectural projects.","marble","interior|bookmatched|green|sample-dataset",57.66,609,"kg","https://cdn.marbledemo.com/pakistan/35-1.jpg|https://cdn.marbledemo.com/pakistan/35-2.jpg","Sialkot",34.947445,67.346554,"Green","honed",2.72,293,174,11,"Pakistan","premium",true,121,18,true,665.93,18,true,false,"","","","2025-03-13T17:51:58.881Z","2025-03-19T23:15:55.712Z"
"6924b0b870d6af1f481afd74","White Commercial Marble - Pakistan #36","High-quality white marble extracted and processed in Rawalpindi, Pakistan. Suitable for flooring, countertops, and premium architectural projects.","marble","flooring|slabs|white|sample-dataset",46.68,279,"cubic_meters","https://cdn.marbledemo.com/pakistan/36-1.jpg|https://cdn.marbledemo.com/pakistan/36-2.jpg","Rawalpindi",35.105992,74.677183,"White","polished",2.09,317,69,2,"Pakistan","commercial",true,119,42,true,1746.31,13,true,false,"","","","2025-03-31T01:57:35.703Z","2025-04-17T16:58:08.941Z"
"6924bce5c8975c1fe8f96b38","Ivory Premium Marble - Pakistan #37","High-quality ivory marble extracted and processed in Sialkot, Pakistan. Suitable for flooring, countertops, and premium architectural projects.","marble","bookmatched|export quality|ivory|sample-dataset",17.36,718,"tons","https://cdn.marbledemo.com/pakistan/37-1.jpg|https://cdn.marbledemo.com/pakistan/37-2.jpg","Sialkot",27.30437,62.853838,"Ivory","natural",2.83,203,143,9,"Pakistan","premium",true,235,33,true,1680.07,14,true,false,"","","","2025-07-21T01:59:11.166Z","2025-09-02T11:05:33.836Z"
"6924bce5c8975c1fe8f96b39","Beige Standard Marble - Pakistan #38","High-quality beige marble extracted and processed in Faisalabad, Pakistan. Suitable for flooring, countertops, and premium architectural projects.","marble","flooring|export quality|countertop|interior|tiles|beige|sample-dataset",109.81,733,"pieces","https://cdn.marbledemo.com/pakistan/38-1.jpg|https://cdn.marbledemo.com/pakistan/38-2.jpg","Faisalabad",35.384622,73.559728,"Beige","brushed",1.88,230,180,8,"Pakistan","standard",true,256,22,false,0,"",true,false,"","","","2025-02-27T02:52:24.091Z","2025-02-27T13:48:43.237Z"
"6924bce5c8975c1fe8f96b3a","White Commercial Marble - Pakistan #39","High-quality white marble extracted and processed in Rawalpindi, Pakistan. Suitable for flooring, countertops, and premium architectural projects.","marble","export quality|white|sample-dataset",15.45,686,"square_meters","https://cdn.marbledemo.com/pakistan/39-1.jpg|https://cdn.marbledemo.com/pakistan/39-2.jpg","Rawalpindi",28.520738,61.886852,"White","polished",2.13,212,155,6,"Pakistan","commercial",true,174,33,true,800,11,true,false,"","","","2025-08-08T20:26:45.144Z","2025-09-10T02:10:23.268Z"
"68e2f0d36bca3695ba9b1b25","Cream Commercial Marble - Pakistan #40","High-quality cream marble extracted and processed in Multan, Pakistan. Suitable for flooring, countertops, and premium architectural projects.","marble","exterior|interior|blocks|cream|sample-dataset",76.93,133,"lbs","https://cdn.marbledemo.com/pakistan/40-1.jpg|https://cdn.marbledemo.com/pakistan/40-2.jpg","Multan",35.297458,69.298107,"Cream","natural",2.69,269,93,19,"Pakistan","commercial",true,40,29,true,1642.22,5,true,false,"","","","2025-04-22T10:03:03.362Z","2025-05-08T22:55:54.259Z"
"6924b0b870d6af1f481afd74","Beige Commercial Marble - Pakistan #41","High-quality beige marble extracted and processed in Karachi, Pakistan. Suitable for flooring, countertops, and premium architectural projects.","marble","exterior|export quality|beige|sample-dataset",119.77,456,"lbs","https://cdn.marbledemo.com/pakistan/41-1.jpg|https://cdn.marbledemo.com/pakistan/41-2.jpg","Karachi",25.565737,64.620912,"Beige","leathered",2.06,216,191,19,"Pakistan","commercial",true,258,1,false,0,"",true,false,"","","","2025-10-21T10:25:24.702Z","2025-12-18T06:27:19.135Z"
"6924bce5c8975c1fe8f96b38","Gold Premium Marble - Pakistan #42","High-quality gold marble extracted and processed in Quetta, Pakistan. Suitable for flooring, countertops, and premium architectural projects.","marble","export quality|slabs|countertop|exterior|bookmatched|gold|sample-dataset",35.57,957,"lbs","https://cdn.marbledemo.com/pakistan/42-1.jpg|https://cdn.marbledemo.com/pakistan/42-2.jpg","Quetta",24.902229,69.064872,"Gold","natural",2.62,224,199,20,"Pakistan","premium",false,786,4,true,1544.29,3,true,false,"","","","2025-11-19T10:50:32.709Z","2026-01-10T23:53:38.386Z"
"6924bce5c8975c1fe8f96b39","Green Standard Marble - Pakistan #43","High-quality green marble extracted and processed in Islamabad, Pakistan. Suitable for flooring, countertops, and premium architectural projects.","marble","flooring|slabs|bookmatched|export quality|green|sample-dataset",58.89,296,"pieces","https://cdn.marbledemo.com/pakistan/43-1.jpg|https://cdn.marbledemo.com/pakistan/43-2.jpg","Islamabad",31.369733,69.681231,"Green","honed",2.73,237,120,11,"Pakistan","standard",true,207,10,false,0,"",true,false,"","","","2025-09-11T05:07:39.987Z","2025-09-25T20:25:57.370Z"
"6924bce5c8975c1fe8f96b3a","Green Commercial Marble - Pakistan #44","High-quality green marble extracted and processed in Faisalabad, Pakistan. Suitable for flooring, countertops, and premium architectural projects.","marble","exterior|countertop|interior|flooring|green|sample-dataset",82.95,239,"pieces","https://cdn.marbledemo.com/pakistan/44-1.jpg|https://cdn.marbledemo.com/pakistan/44-2.jpg","Faisalabad",27.001027,69.566919,"Green","leathered",2.91,234,189,11,"Pakistan","commercial",true,197,8,true,968.21,5,true,false,"","","","2025-07-02T16:11:38.630Z","2025-08-09T06:28:39.895Z"
"68e2f0d36bca3695ba9b1b25","Beige Standard Marble - Pakistan #45","High-quality beige marble extracted and processed in Sialkot, Pakistan. Suitable for flooring, countertops, and premium architectural projects.","marble","export quality|interior|flooring|exterior|beige|sample-dataset",9.23,862,"kg","https://cdn.marbledemo.com/pakistan/45-1.jpg|https://cdn.marbledemo.com/pakistan/45-2.jpg","Sialkot",26.344923,61.924672,"Beige","honed",2.87,271,136,7,"Pakistan","standard",true,239,12,true,1494.31,14,true,false,"","","","2024-12-06T16:45:12.898Z","2024-12-21T12:33:48.566Z"
"6924b0b870d6af1f481afd74","Cream Standard Marble - Pakistan #46","High-quality cream marble extracted and processed in Karachi, Pakistan. Suitable for flooring, countertops, and premium architectural projects.","marble","exterior|interior|bookmatched|export quality|flooring|cream|sample-dataset",7.36,302,"cubic_meters","https://cdn.marbledemo.com/pakistan/46-1.jpg|https://cdn.marbledemo.com/pakistan/46-2.jpg","Karachi",31.936622,68.836416,"Cream","polished",2.87,211,129,4,"Pakistan","standard",false,77,16,true,1410.04,6,true,false,"","","","2025-05-11T05:56:05.793Z","2025-07-10T05:19:58.213Z"
"6924bce5c8975c1fe8f96b38","Black Commercial Marble - Pakistan #47","High-quality black marble extracted and processed in Faisalabad, Pakistan. Suitable for flooring, countertops, and premium architectural projects.","marble","interior|blocks|exterior|countertop|black|sample-dataset",26.67,56,"lbs","https://cdn.marbledemo.com/pakistan/47-1.jpg|https://cdn.marbledemo.com/pakistan/47-2.jpg","Faisalabad",32.869128,74.572984,"Black","honed",2.43,205,137,13,"Pakistan","commercial",true,28,19,true,1432.41,17,true,true,"68e58cbbc82e54ae042e91bc","2025-10-10T03:03:31.503Z",30.1371,"2025-07-15T16:09:10.817Z","2025-08-19T18:38:06.975Z"
